date,total_sales,day_of_week,month_name,day,year
2020-07-24,696.2,Friday,July,24,2020
2020-07-25,1851.7,Saturday,July,25,2020
2020-07-26,1055.7,Sunday,July,26,2020
2020-07-27,635.5,Monday,July,27,2020
2020-07-28,657.7,Tuesday,July,28,2020
2020-07-29,849.0,Wednesday,July,29,2020
2020-07-30,859.15,Thursday,July,30,2020
2020-07-31,905.5,Friday,July,31,2020
2020-08-01,1078.35,Saturday,August,1,2020
2020-08-02,1176.45,Sunday,August,2,2020
2020-08-03,324.3,Monday,August,3,2020
2020-08-04,712.5,Tuesday,August,4,2020
2020-08-05,850.2,Wednesday,August,5,2020
2020-08-06,672.3,Thursday,August,6,2020
2020-08-07,1044.8,Friday,August,7,2020
2020-08-08,1295.55,Saturday,August,8,2020
2020-08-09,1368.0,Sunday,August,9,2020
2020-08-10,704.95,Monday,August,10,2020
2020-08-11,1417.2,Tuesday,August,11,2020
2020-08-12,1389.8,Wednesday,August,12,2020
2020-08-13,899.3,Thursday,August,13,2020
2020-08-14,794.9,Friday,August,14,2020
2020-08-15,1404.1,Saturday,August,15,2020
2020-08-16,1157.5,Sunday,August,16,2020
2020-08-17,517.6,Monday,August,17,2020
2020-08-18,528.1,Tuesday,August,18,2020
2020-08-19,555.4,Wednesday,August,19,2020
2020-08-20,538.5,Thursday,August,20,2020
2020-08-21,1033.4,Friday,August,21,2020
2020-08-22,1480.8,Saturday,August,22,2020
2020-08-23,999.65,Sunday,August,23,2020
2020-08-24,597.2,Monday,August,24,2020
2020-08-25,789.4,Tuesday,August,25,2020
2020-08-26,1160.0,Wednesday,August,26,2020
2020-08-27,864.7,Thursday,August,27,2020
2020-08-28,1113.1,Friday,August,28,2020
2020-08-29,1829.0,Saturday,August,29,2020
2020-08-30,1710.2,Sunday,August,30,2020
2020-08-31,678.0,Monday,August,31,2020
2020-09-01,580.8,Tuesday,September,1,2020
2020-09-02,888.6,Wednesday,September,2,2020
2020-09-03,535.6,Thursday,September,3,2020
2020-09-04,985.2,Friday,September,4,2020
2020-09-05,2968.3,Saturday,September,5,2020
2020-09-06,1677.4,Sunday,September,6,2020
2020-09-07,944.6,Monday,September,7,2020
2020-09-08,430.3,Tuesday,September,8,2020
2020-09-09,719.2,Wednesday,September,9,2020
2020-09-10,457.8,Thursday,September,10,2020
2020-09-11,1071.15,Friday,September,11,2020
2020-09-12,2587.15,Saturday,September,12,2020
2020-09-13,1833.9,Sunday,September,13,2020
2020-09-14,376.0,Monday,September,14,2020
2020-09-15,490.9,Tuesday,September,15,2020
2020-09-16,744.0,Wednesday,September,16,2020
2020-09-17,895.0,Thursday,September,17,2020
2020-09-18,2169.6,Friday,September,18,2020
2020-09-19,4352.7,Saturday,September,19,2020
2020-09-20,2927.55,Sunday,September,20,2020
2020-09-21,413.0,Monday,September,21,2020
2020-09-22,400.5,Tuesday,September,22,2020
2020-09-23,448.7,Wednesday,September,23,2020
2020-09-24,463.2,Thursday,September,24,2020
2020-09-25,1361.55,Friday,September,25,2020
2020-09-26,3091.7,Saturday,September,26,2020
2020-09-27,1650.4,Sunday,September,27,2020
2020-09-28,237.5,Monday,September,28,2020
2020-09-29,259.2,Tuesday,September,29,2020
2020-09-30,368.7,Wednesday,September,30,2020
2020-10-01,370.35,Thursday,October,1,2020
2020-10-02,1306.3,Friday,October,2,2020
2020-10-03,2879.4,Saturday,October,3,2020
2020-10-04,2061.95,Sunday,October,4,2020
2020-10-05,343.8,Monday,October,5,2020
2020-10-06,284.5,Tuesday,October,6,2020
2020-10-07,287.4,Wednesday,October,7,2020
2020-10-08,447.9,Thursday,October,8,2020
2020-10-09,826.7,Friday,October,9,2020
2020-10-10,3259.4,Saturday,October,10,2020
2020-10-11,3907.4,Sunday,October,11,2020
2020-10-12,2634.8,Monday,October,12,2020
2020-10-13,216.5,Tuesday,October,13,2020
2020-10-14,256.3,Wednesday,October,14,2020
2020-10-15,418.4,Thursday,October,15,2020
2020-10-16,1226.1,Friday,October,16,2020
2020-10-17,4358.65,Saturday,October,17,2020
2020-10-18,2192.8,Sunday,October,18,2020
2020-10-19,436.15,Monday,October,19,2020
2020-10-20,356.9,Tuesday,October,20,2020
2020-10-21,569.0,Wednesday,October,21,2020
2020-10-22,555.7,Thursday,October,22,2020
2020-10-23,2402.35,Friday,October,23,2020
2020-10-24,4485.2,Saturday,October,24,2020
2020-10-25,3098.0,Sunday,October,25,2020
2020-10-26,278.0,Monday,October,26,2020
2020-10-27,437.85,Tuesday,October,27,2020
2020-10-28,801.8,Wednesday,October,28,2020
2020-10-29,563.1,Thursday,October,29,2020
2020-10-30,1689.85,Friday,October,30,2020
2020-10-31,4720.6,Saturday,October,31,2020
2020-11-01,3966.7,Sunday,November,1,2020
2020-11-02,2535.5,Monday,November,2,2020
2020-11-03,171.0,Tuesday,November,3,2020
2020-11-04,459.5,Wednesday,November,4,2020
2020-11-05,975.2,Thursday,November,5,2020
2020-11-06,1829.85,Friday,November,6,2020
2020-11-07,6119.8,Saturday,November,7,2020
2020-11-08,4840.0,Sunday,November,8,2020
2020-11-09,3280.2,Monday,November,9,2020
2020-11-10,697.7,Tuesday,November,10,2020
2020-11-11,719.1,Wednesday,November,11,2020
2020-11-12,385.2,Thursday,November,12,2020
2020-11-13,1470.5,Friday,November,13,2020
2020-11-14,6275.35,Saturday,November,14,2020
2020-11-15,4397.7,Sunday,November,15,2020
2020-11-16,285.25,Monday,November,16,2020
2020-11-17,592.0,Tuesday,November,17,2020
2020-11-18,945.8,Wednesday,November,18,2020
2020-11-19,634.45,Thursday,November,19,2020
2020-11-20,1771.4,Friday,November,20,2020
2020-11-21,5215.0,Saturday,November,21,2020
2020-11-22,3021.8,Sunday,November,22,2020
2020-11-23,275.3,Monday,November,23,2020
2020-11-24,465.7,Tuesday,November,24,2020
2020-11-25,615.2,Wednesday,November,25,2020
2020-11-26,572.0,Thursday,November,26,2020
2020-11-27,2666.3,Friday,November,27,2020
2020-11-28,5848.4,Saturday,November,28,2020
2020-11-29,3449.6,Sunday,November,29,2020
2020-11-30,519.6,Monday,November,30,2020
2020-12-01,550.1,Tuesday,December,1,2020
2020-12-02,951.9,Wednesday,December,2,2020
2020-12-03,644.0,Thursday,December,3,2020
2020-12-04,2662.4,Friday,December,4,2020
2020-12-05,6612.9,Saturday,December,5,2020
2020-12-06,7227.15,Sunday,December,6,2020
2020-12-07,8543.8,Monday,December,7,2020
2020-12-08,4785.8,Tuesday,December,8,2020
2020-12-09,1450.0,Wednesday,December,9,2020
2020-12-10,391.5,Thursday,December,10,2020
2020-12-11,3742.4,Friday,December,11,2020
2020-12-12,6318.0,Saturday,December,12,2020
2020-12-13,4605.7,Sunday,December,13,2020
2020-12-14,750.0,Monday,December,14,2020
2020-12-15,272.6,Tuesday,December,15,2020
2020-12-16,959.7,Wednesday,December,16,2020
2020-12-17,945.4,Thursday,December,17,2020
2020-12-18,2960.3,Friday,December,18,2020
2020-12-19,7532.8,Saturday,December,19,2020
2020-12-20,3718.1,Sunday,December,20,2020
2020-12-21,1200.3,Monday,December,21,2020
2020-12-22,2081.3,Tuesday,December,22,2020
2020-12-23,3363.05,Wednesday,December,23,2020
2020-12-24,748.4,Thursday,December,24,2020
2020-12-25,2489.5,Friday,December,25,2020
2020-12-26,6933.0,Saturday,December,26,2020
2020-12-27,6321.4,Sunday,December,27,2020
2020-12-28,4682.7,Monday,December,28,2020
2020-12-29,5147.5,Tuesday,December,29,2020
2020-12-30,4149.8,Wednesday,December,30,2020
2020-12-31,997.9,Thursday,December,31,2020
2021-01-01,3591.4,Friday,January,1,2021
2021-01-02,8183.2,Saturday,January,2,2021
2021-01-03,6855.8,Sunday,January,3,2021
2021-01-04,3924.1,Monday,January,4,2021
2021-01-05,4739.0,Tuesday,January,5,2021
2021-01-06,3875.9,Wednesday,January,6,2021
2021-01-07,2640.8,Thursday,January,7,2021
2021-01-08,1312.35,Friday,January,8,2021
2021-01-09,0.0,Saturday,January,9,2021
2021-01-10,738.6,Sunday,January,10,2021
2021-01-11,575.1,Monday,January,11,2021
2021-01-12,617.3,Tuesday,January,12,2021
2021-01-13,974.3,Wednesday,January,13,2021
2021-01-14,519.9,Thursday,January,14,2021
2021-01-15,1480.7,Friday,January,15,2021
2021-01-16,4488.8,Saturday,January,16,2021
2021-01-17,4089.8,Sunday,January,17,2021
2021-01-18,509.0,Monday,January,18,2021
2021-01-19,745.7,Tuesday,January,19,2021
2021-01-20,665.2,Wednesday,January,20,2021
2021-01-21,621.5,Thursday,January,21,2021
2021-01-22,1207.5,Friday,January,22,2021
2021-01-23,6238.9,Saturday,January,23,2021
2021-01-24,3794.4,Sunday,January,24,2021
2021-01-25,631.9,Monday,January,25,2021
2021-01-26,343.1,Tuesday,January,26,2021
2021-01-27,672.2,Wednesday,January,27,2021
2021-01-28,664.2,Thursday,January,28,2021
2021-01-29,2308.2,Friday,January,29,2021
2021-01-30,5078.6,Saturday,January,30,2021
2021-01-31,4227.9,Sunday,January,31,2021
2021-02-01,404.5,Monday,February,1,2021
2021-02-02,364.8,Tuesday,February,2,2021
2021-02-03,593.3,Wednesday,February,3,2021
2021-02-04,591.0,Thursday,February,4,2021
2021-02-05,1419.3,Friday,February,5,2021
2021-02-06,6540.2,Saturday,February,6,2021
2021-02-07,4444.8,Sunday,February,7,2021
2021-02-08,560.6,Monday,February,8,2021
2021-02-09,836.8,Tuesday,February,9,2021
2021-02-10,897.5,Wednesday,February,10,2021
2021-02-11,304.2,Thursday,February,11,2021
2021-02-12,1846.3,Friday,February,12,2021
2021-02-13,5839.0,Saturday,February,13,2021
2021-02-14,4643.8,Sunday,February,14,2021
2021-02-15,536.0,Monday,February,15,2021
2021-02-16,413.9,Tuesday,February,16,2021
2021-02-17,966.8,Wednesday,February,17,2021
2021-02-18,796.4,Thursday,February,18,2021
2021-02-19,2969.4,Friday,February,19,2021
2021-02-20,6221.4,Saturday,February,20,2021
2021-02-21,6807.3,Sunday,February,21,2021
2021-02-22,2029.8,Monday,February,22,2021
2021-02-23,565.0,Tuesday,February,23,2021
2021-02-24,960.3,Wednesday,February,24,2021
2021-02-25,601.3,Thursday,February,25,2021
2021-02-26,2601.3,Friday,February,26,2021
2021-02-27,6773.9,Saturday,February,27,2021
2021-02-28,5300.7,Sunday,February,28,2021
2021-03-01,592.0,Monday,March,1,2021
2021-03-02,391.3,Tuesday,March,2,2021
2021-03-03,1029.1,Wednesday,March,3,2021
2021-03-04,554.6,Thursday,March,4,2021
2021-03-05,1998.4,Friday,March,5,2021
2021-03-06,7377.2,Saturday,March,6,2021
2021-03-07,4685.6,Sunday,March,7,2021
2021-03-08,817.8,Monday,March,8,2021
2021-03-09,828.3,Tuesday,March,9,2021
2021-03-10,1715.2,Wednesday,March,10,2021
2021-03-11,807.5,Thursday,March,11,2021
2021-03-12,2226.9,Friday,March,12,2021
2021-03-13,7257.5,Saturday,March,13,2021
2021-03-14,4718.7,Sunday,March,14,2021
2021-03-15,350.0,Monday,March,15,2021
2021-03-16,857.1,Tuesday,March,16,2021
2021-03-17,1197.7,Wednesday,March,17,2021
2021-03-18,2310.5,Thursday,March,18,2021
2021-03-19,9456.6,Friday,March,19,2021
2021-03-20,8118.0,Saturday,March,20,2021
2021-03-21,4742.7,Sunday,March,21,2021
2021-03-22,877.2,Monday,March,22,2021
2021-03-23,572.2,Tuesday,March,23,2021
2021-03-24,1121.1,Wednesday,March,24,2021
2021-03-25,1141.4,Thursday,March,25,2021
2021-03-26,3346.8,Friday,March,26,2021
2021-03-27,6571.5,Saturday,March,27,2021
2021-03-28,5620.1,Sunday,March,28,2021
2021-03-29,3011.4,Monday,March,29,2021
2021-03-30,4062.6,Tuesday,March,30,2021
2021-03-31,4719.7,Wednesday,March,31,2021
2021-04-01,6597.4,Thursday,April,1,2021
2021-04-02,11208.4,Friday,April,2,2021
2021-04-03,9750.1,Saturday,April,3,2021
2021-04-04,5802.6,Sunday,April,4,2021
2021-04-05,1901.1,Monday,April,5,2021
2021-04-06,682.0,Tuesday,April,6,2021
2021-04-07,1409.5,Wednesday,April,7,2021
2021-04-08,1237.0,Thursday,April,8,2021
2021-04-09,3904.1,Friday,April,9,2021
2021-04-10,8619.3,Saturday,April,10,2021
2021-04-11,8882.8,Sunday,April,11,2021
2021-04-12,551.0,Monday,April,12,2021
2021-04-13,1068.9,Tuesday,April,13,2021
2021-04-14,1130.1,Wednesday,April,14,2021
2021-04-15,1104.9,Thursday,April,15,2021
2021-04-16,3054.2,Friday,April,16,2021
2021-04-17,7394.1,Saturday,April,17,2021
2021-04-18,3789.2,Sunday,April,18,2021
2021-04-19,439.5,Monday,April,19,2021
2021-04-20,864.2,Tuesday,April,20,2021
2021-04-21,1359.9,Wednesday,April,21,2021
2021-04-22,911.2,Thursday,April,22,2021
2021-04-23,3874.0,Friday,April,23,2021
2021-04-24,9552.7,Saturday,April,24,2021
2021-04-25,7807.9,Sunday,April,25,2021
2021-04-26,842.8,Monday,April,26,2021
2021-04-27,957.6,Tuesday,April,27,2021
2021-04-28,1356.9,Wednesday,April,28,2021
2021-04-29,1151.4,Thursday,April,29,2021
2021-04-30,2686.9,Friday,April,30,2021
2021-05-01,8468.5,Saturday,May,1,2021
2021-05-02,5909.2,Sunday,May,2,2021
2021-05-03,7376.3,Monday,May,3,2021
2021-05-04,1767.7,Tuesday,May,4,2021
2021-05-05,751.7,Wednesday,May,5,2021
2021-05-06,649.4,Thursday,May,6,2021
2021-05-07,2154.0,Friday,May,7,2021
2021-05-08,6241.7,Saturday,May,8,2021
2021-05-09,6611.1,Sunday,May,9,2021
2021-05-10,946.4,Monday,May,10,2021
2021-05-11,723.2,Tuesday,May,11,2021
